,Unnamed: 0,filename,AttackType:Reconnaissance,AttackType:SocialEngineering,AttackType:Malware,AttackType:CredentialPhishing,Attacker Title,Urgency of the attack email,DateAndTime:Date,DateAndTime:time,Attacker Offering,AttackerLocation:Country,AttackerLocation:Region,AttackerLocation:City,AttackerLocation:Country From Content,Attacker Relationship,AttackerSentiment:polarity,AttackerSentiment:subjectivity,AttackerLanguageStyle:misspelling,AttackerLanguageStyle:randomCapital,Estimated Age,Attacker IP Known As Phisher,Total Deaths and Injuries,Total Damage,Disaster Count,GDP per capita,Internet Use,Age dependency,URL Label,URL Length,URL Classification,cosineCluster,ediCluster,jaccardCluster
1891,1891,270.json,True,True,True,False,head,2,2003-06-13,01:54,Money,United Kingdom,England,Chalfont Saint Peter,Unknown,unknown,0.12,0.36,2,1,34.0,low,96784.0,11282.3,82.0,38331.61,64.82,52.39,,short,,cluster 18,cluster 46,cluster 2
1892,1892,2700.json,False,False,False,False,no title exist,1,2006-06-15,11:50,Money,Senegal,Dakar,Dakar,Unknown,stranger,0.16,0.55,1,2,34.0,low,48992.0,3372.0,72.0,1235.13,5.61,88.27,,,,cluster 2,cluster 46,cluster 2
1893,1893,2701.json,True,False,True,True,daughter,2,,,Money,Ivory Coast,Unknown,Unknown,Ivory Coast,unknown,0.26,0.55,3,2,33.0,unknown,,,,,,,,short,,cluster 11,cluster 21,cluster 9
1894,1894,2702.json,True,False,False,False,no title exist,1,,,Money,South Africa,Unknown,Unknown,South Africa,stranger,0.05,0.27,1,1,33.0,unknown,,,,,,,,,,cluster 7,cluster 47,cluster 7
1895,1895,2703.json,True,False,False,False,no title exist,1,,,Unknown,Unknown,Unknown,Unknown,Unknown,unknown,0.0,0.02,1,1,35.0,unknown,,,,,,,,,,cluster 14,cluster 8,cluster 7
1896,1896,2704.json,True,False,True,False,no title exist,2,2006-06-16,04:51,Money,United Kingdom,England,Camden Town,Unknown,stranger,0.2,0.43,1,1,29.0,low,48992.0,3372.0,72.0,40798.07,68.82,51.37,good,short,Arts,cluster 10,cluster 51,cluster 13
1897,1897,2705.json,True,True,False,False,wife,2,2006-06-16,06:56,Money,Iraq,Unknown,Unknown,Iraq,stranger,0.12,0.45,2,1,33.0,unknown,48992.0,3372.0,72.0,4179.73,0.95,83.09,,,,cluster 12,cluster 2,cluster 2
1898,1898,2706.json,False,True,False,False,wife,2,2006-06-16,07:00,Money,Iraq,Unknown,Unknown,Iraq,stranger,0.12,0.45,2,1,34.0,unknown,48992.0,3372.0,72.0,4179.73,0.95,83.09,,,,cluster 12,cluster 46,cluster 2
1899,1899,2707.json,True,False,False,False,no title exist,1,2006-06-16,14:30,Money,Ivory Coast,Unknown,Unknown,Ivory Coast,stranger,0.22,0.39,2,1,34.0,unknown,48992.0,3372.0,72.0,,,,,,,cluster 11,cluster 20,cluster 10
1900,1900,2708.json,True,True,False,False,widow,2,2006-06-16,19:11,Service,Afghanistan,Unknown,Unknown,Afghanistan,unknown,0.15,0.53,1,3,34.0,unknown,48992.0,3372.0,72.0,365.28,2.11,100.97,,,,cluster 4,cluster 34,cluster 1
1901,1901,2709.json,True,False,False,False,no title exist,1,2006-06-16,22:27,Money,Senegal,Dakar,Dakar,Unknown,stranger,0.16,0.55,1,2,33.0,low,48992.0,3372.0,72.0,1235.13,5.61,88.27,,,,cluster 2,cluster 2,cluster 2
1902,1902,271.json,True,False,False,True,son,1,2003-06-13,11:07,Money,Netherlands,Unknown,Unknown,Netherlands,stranger,0.08,0.45,1,1,33.0,unknown,96784.0,11282.3,82.0,46811.89,64.35,47.76,,,,cluster 1,cluster 22,cluster 11
1903,1903,2710.json,False,True,True,True,no title exist,2,2006-06-17,01:37,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.09,0.37,2,2,34.0,unknown,48992.0,3372.0,72.0,,,,,long,,cluster 3,cluster 57,cluster 14
1904,1904,2711.json,True,True,False,False,officer,2,2006-06-15,14:59,Money,Hong Kong,Unknown,Unknown,Hong Kong,stranger,0.07,0.31,2,2,34.0,unknown,48992.0,3372.0,72.0,,,,,,,cluster 8,cluster 40,cluster 13
1905,1905,2712.json,False,False,True,True,auditor,2,2006-06-17,10:44,Money,Germany,Unknown,Unknown,Germany,stranger,0.15,0.43,2,2,32.0,unknown,48992.0,3372.0,72.0,40364.46,72.16,50.36,good,short,Arts,cluster 8,cluster 33,cluster 2
1906,1906,2713.json,True,False,False,False,no title exist,2,2006-06-17,11:08,Money,Sweden,Skåne,Malmö,Unknown,stranger,0.07,0.5,1,1,34.0,low,48992.0,3372.0,72.0,52316.96,87.76,53.23,,,,cluster 10,cluster 3,cluster 3
1907,1907,2714.json,False,True,False,False,no title exist,1,2006-06-17,23:59,Money,Ivory Coast,Unknown,Unknown,Ivory Coast,stranger,0.11,0.44,2,1,34.0,unknown,48992.0,3372.0,72.0,,,,,,,cluster 11,cluster 15,cluster 4
1908,1908,2715.json,False,False,False,True,wife,1,2006-06-18,09:31,Money,South Africa,Unknown,Unknown,South Africa,stranger,0.09,0.44,2,2,33.0,unknown,48992.0,3372.0,72.0,7017.71,7.61,54.24,,,,cluster 12,cluster 1,cluster 12
1909,1909,2716.json,False,True,False,False,wife,2,2006-06-18,11:50,Money,Iraq,Unknown,Unknown,Iraq,stranger,0.12,0.45,1,1,35.0,unknown,48992.0,3372.0,72.0,4179.73,0.95,83.09,,,,cluster 12,cluster 33,cluster 2
1910,1910,2717.json,False,True,True,False,no title exist,2,2006-06-18,12:49,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.01,0.36,3,3,29.0,unknown,48992.0,3372.0,72.0,,,,,short,,cluster 3,cluster 20,cluster 10
1911,1911,2718.json,True,True,False,False,manager,2,2006-07-18,09:53,Money,United States,Unknown,Unknown,United States,stranger,0.16,0.47,2,2,32.0,unknown,48992.0,3372.0,72.0,49405.77,68.93,49.7,,,,cluster 6,cluster 7,cluster 1
1912,1912,2719.json,False,False,False,False,no title exist,1,2006-06-19,09:39,Money,Iraq,Unknown,Unknown,Iraq,stranger,0.18,0.49,1,1,33.0,unknown,48992.0,3372.0,72.0,4179.73,0.95,83.09,,,,cluster 2,cluster 9,cluster 3
1913,1913,272.json,False,True,False,True,no title exist,2,2003-06-13,15:25,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.09,0.51,1,3,34.0,unknown,96784.0,11282.3,82.0,1673.29,0.56,86.77,,,,cluster 11,cluster 7,cluster 2
1914,1914,2720.json,True,False,False,False,son,2,2006-06-19,12:33,Money,Ghana,Unknown,Unknown,Ghana,stranger,0.13,0.5,2,1,31.0,unknown,48992.0,3372.0,72.0,1116.63,2.72,76.54,,,,cluster 1,cluster 11,cluster 11
1915,1915,2721.json,True,False,False,False,no title exist,2,2006-06-19,21:53,Money,Benin,Unknown,Unknown,Benin,stranger,0.16,0.44,2,2,35.0,unknown,48992.0,3372.0,72.0,999.02,1.54,90.64,,,,cluster 11,cluster 3,cluster 11
1916,1916,2722.json,False,True,True,False,no title exist,1,2006-08-20,00:32,Money,France,Unknown,Unknown,France,stranger,0.02,0.47,1,1,30.0,unknown,48992.0,3372.0,72.0,40850.36,46.87,53.83,good,short,Arts,cluster 11,cluster 15,cluster 13
1917,1917,2723.json,False,True,True,False,no title exist,1,2006-08-20,00:49,Money,France,Unknown,Unknown,France,stranger,0.02,0.47,1,1,35.0,unknown,48992.0,3372.0,72.0,40850.36,46.87,53.83,good,short,Arts,cluster 11,cluster 15,cluster 13
1918,1918,2724.json,False,True,True,False,no title exist,2,2006-06-20,07:34,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.01,0.36,3,3,33.0,unknown,48992.0,3372.0,72.0,,,,,short,,cluster 3,cluster 29,cluster 10
1919,1919,2725.json,True,False,False,False,no title exist,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,unknown,0.05,0.7,3,2,33.0,unknown,,,,,,,,,,cluster 14,cluster 24,cluster 17
1920,1920,2726.json,False,False,True,True,no title exist,2,2006-06-20,12:41,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.07,0.36,3,2,34.0,unknown,48992.0,3372.0,72.0,,,,good,short,Arts,cluster 3,cluster 42,cluster 6
1921,1921,2727.json,True,True,False,False,no title exist,2,2006-06-20,18:44,Money,Iraq,Unknown,Unknown,Iraq,stranger,0.2,0.48,1,1,33.0,unknown,48992.0,3372.0,72.0,4179.73,0.95,83.09,,,,cluster 2,cluster 9,cluster 3
1922,1922,2728.json,True,False,False,False,no title exist,2,2002-08-13,06:45,Money,Senegal,Unknown,Unknown,Senegal,unknown,0.09,0.38,1,1,33.0,unknown,7811.0,1655.428,70.0,1118.41,1.01,90.66,,,,cluster 11,cluster 22,cluster 3
1923,1923,2729.json,True,False,False,False,no title exist,2,2006-06-20,09:30,Unknown,Spain,Unknown,Unknown,Spain,unknown,0.13,0.55,2,1,35.0,unknown,48992.0,3372.0,72.0,31760.6,50.37,45.12,,,,cluster 11,cluster 2,cluster 2
1924,1924,273.json,True,False,True,False,daughter,1,2003-06-13,15:11,Money,France,Île-de-France,Saint-Ouen,Unknown,unknown,0.11,0.51,2,2,35.0,low,96784.0,11282.3,82.0,38985.54,36.14,53.87,,short,,cluster 6,cluster 7,cluster 1
1925,1925,2730.json,True,True,True,True,no title exist,2,2006-06-21,07:32,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.09,0.38,2,2,29.0,unknown,48992.0,3372.0,72.0,,,,,long,,cluster 3,cluster 4,cluster 14
1926,1926,2731.json,True,False,False,False,no title exist,2,2006-06-21,11:53,Money,United States,Washington,Shaw,Unknown,unknown,0.15,0.5,1,1,34.0,low,48992.0,3372.0,72.0,49405.77,68.93,49.7,,,,cluster 8,cluster 30,cluster 11
1927,1927,2732.json,True,True,False,False,no title exist,2,2006-06-21,14:11,Money,Nigeria,Lagos,Lagos,Unknown,stranger,0.06,0.41,1,1,33.0,high,48992.0,3372.0,72.0,1909.67,5.55,87.11,,,,cluster 2,cluster 33,cluster 2
1928,1928,2733.json,True,False,True,False,manager,2,2006-06-21,17:15,Money,Germany,Unknown,Unknown,Germany,stranger,0.06,0.3,3,3,33.0,unknown,48992.0,3372.0,72.0,40364.46,72.16,50.36,,short,,cluster 8,cluster 3,cluster 3
1929,1929,2734.json,False,True,False,True,head,2,2006-06-21,18:49,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.06,0.3,3,2,30.0,unknown,48992.0,3372.0,72.0,,,,,,,cluster 4,cluster 9,cluster 3
1930,1930,2735.json,True,True,True,False,no title exist,2,2006-06-21,19:54,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.0,0.35,2,3,30.0,unknown,48992.0,3372.0,72.0,,,,,short,,cluster 3,cluster 42,cluster 6
1931,1931,2736.json,False,True,True,False,no title exist,2,2006-06-21,19:58,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.0,0.35,2,3,33.0,unknown,48992.0,3372.0,72.0,,,,,short,,cluster 3,cluster 29,cluster 10
1932,1932,2737.json,False,True,False,False,wife,1,2006-06-22,07:01,Money,Iraq,Unknown,Unknown,Iraq,stranger,0.12,0.45,1,1,33.0,unknown,48992.0,3372.0,72.0,4179.73,0.95,83.09,,,,cluster 12,cluster 33,cluster 2
1933,1933,2738.json,False,False,False,False,no title exist,1,2006-06-22,08:48,Money,Iraq,Unknown,Unknown,Iraq,stranger,0.18,0.49,1,1,34.0,unknown,48992.0,3372.0,72.0,4179.73,0.95,83.09,,,,cluster 2,cluster 27,cluster 13
1934,1934,2739.json,True,False,False,True,son,1,2006-06-22,13:59,Money,Ivory Coast,Unknown,Unknown,Ivory Coast,stranger,0.16,0.52,1,1,34.0,unknown,48992.0,3372.0,72.0,,,,,,,cluster 1,cluster 4,cluster 14
1935,1935,274.json,True,False,False,True,attorney,2,2003-06-14,11:28,Unknown,Nigeria,Unknown,Unknown,Nigeria,unknown,0.07,0.36,2,2,34.0,unknown,96784.0,11282.3,82.0,1673.29,0.56,86.77,,,,cluster 8,cluster 35,cluster 12
1936,1936,2740.json,False,False,False,True,son,1,2006-06-22,13:59,Money,Ivory Coast,Unknown,Unknown,Ivory Coast,stranger,0.16,0.52,1,1,32.0,unknown,48992.0,3372.0,72.0,,,,,,,cluster 1,cluster 28,cluster 13
1937,1937,2741.json,True,True,False,False,no title exist,1,2006-06-23,09:37,Money,Thailand,Unknown,Unknown,Thailand,stranger,0.17,0.52,2,1,34.0,unknown,48992.0,3372.0,72.0,4525.96,17.16,40.45,,,,cluster 3,cluster 22,cluster 3
1938,1938,2742.json,True,False,True,False,no title exist,0,2006-06-23,17:21,Money,Germany,Unknown,Unknown,Germany,stranger,-0.01,0.35,1,1,34.0,unknown,48992.0,3372.0,72.0,40364.46,72.16,50.36,good,short,Arts,cluster 3,cluster 29,cluster 6
1939,1939,2743.json,True,False,False,True,auditor,1,2006-06-23,18:24,Money,Italy,Latium,Acilia-Castel Fusano-Ostia Antica,Unknown,unknown,0.29,0.83,1,1,34.0,low,48992.0,3372.0,72.0,37902.31,37.99,51.58,,,,cluster 22,cluster 19,cluster 1
1940,1940,2744.json,False,False,False,False,no title exist,1,2006-06-24,05:26,Money,Iraq,Unknown,Unknown,Iraq,stranger,0.18,0.48,2,1,34.0,unknown,48992.0,3372.0,72.0,4179.73,0.95,83.09,,,,cluster 2,cluster 22,cluster 3
1941,1941,2745.json,False,False,False,False,no title exist,1,2006-06-24,05:34,Money,Iraq,Unknown,Unknown,Iraq,stranger,0.18,0.48,2,1,35.0,unknown,48992.0,3372.0,72.0,4179.73,0.95,83.09,,,,cluster 2,cluster 3,cluster 11
1942,1942,2746.json,True,False,True,False,no title exist,2,2006-06-24,05:26,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.14,0.2,2,3,34.0,unknown,48992.0,3372.0,72.0,,,,good,short,Arts,cluster 3,cluster 21,cluster 8
1943,1943,2747.json,False,False,True,False,no title exist,1,2006-06-24,08:05,Service,Unknown,Unknown,Unknown,Unknown,stranger,0.13,0.4,3,3,34.0,unknown,48992.0,3372.0,72.0,,,,,short,,cluster 3,cluster 6,cluster 6
1944,1944,2748.json,True,False,False,False,no title exist,0,2006-06-24,14:34,Money,United States,Washington,Shaw,Unknown,unknown,0.21,0.39,2,1,30.0,low,48992.0,3372.0,72.0,49405.77,68.93,49.7,,,,cluster 8,cluster 30,cluster 2
1945,1945,2749.json,False,False,False,False,no title exist,0,2006-06-24,12:12,Unknown,Liberia,Unknown,Unknown,Liberia,stranger,0.11,0.41,3,1,33.0,unknown,48992.0,3372.0,72.0,457.7,0.03,86.37,,,,cluster 3,cluster 11,cluster 11
1946,1946,275.json,True,False,True,False,no title exist,2,2003-06-14,11:39,Money,Israel,Tel Aviv,Tel Aviv,Unknown,unknown,0.11,0.58,2,3,34.0,low,96784.0,11282.3,82.0,26360.09,19.59,61.13,,short,Business,cluster 2,cluster 17,cluster 11
1947,1947,2750.json,True,True,False,True,no title exist,1,2006-06-25,14:48,Money,South Africa,Unknown,Unknown,South Africa,stranger,0.01,0.41,2,1,33.0,unknown,48992.0,3372.0,72.0,7017.71,7.61,54.24,,,,cluster 11,cluster 2,cluster 2
1948,1948,2751.json,False,False,True,True,manager,2,2006-06-25,17:03,Money,Burkina Faso,Unknown,Unknown,Burkina Faso,stranger,0.07,0.32,2,2,34.0,unknown,48992.0,3372.0,72.0,594.38,0.63,96.33,,long,,cluster 9,cluster 46,cluster 2
1949,1949,2752.json,False,False,False,False,no title exist,1,2006-06-25,19:40,Money,Senegal,Dakar,Dakar,Unknown,stranger,0.11,0.5,2,2,31.0,low,48992.0,3372.0,72.0,1235.13,5.61,88.27,,,,cluster 2,cluster 1,cluster 12
1950,1950,2753.json,True,True,False,False,no title exist,1,2006-06-26,12:00,Money,Senegal,Dakar,Dakar,Unknown,unknown,0.48,0.41,2,1,34.0,low,48992.0,3372.0,72.0,1235.13,5.61,88.27,,,,cluster 2,cluster 7,cluster 1
1951,1951,2754.json,True,False,True,True,wife,0,2006-06-26,17:14,Money,Unknown,Unknown,Unknown,Unknown,unknown,0.22,0.59,2,1,34.0,unknown,48992.0,3372.0,72.0,,,,good,long,Arts,cluster 4,cluster 12,cluster 6
1952,1952,2755.json,True,True,True,True,no title exist,2,2006-06-26,16:51,Money,Iraq,Unknown,Unknown,Iraq,stranger,0.14,0.44,2,1,35.0,unknown,48992.0,3372.0,72.0,4179.73,0.95,83.09,,short,,cluster 2,cluster 13,cluster 3
1953,1953,2756.json,True,False,True,False,no title exist,1,2006-06-26,17:26,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.16,0.51,2,1,33.0,unknown,48992.0,3372.0,72.0,,,,good,short,Arts,cluster 3,cluster 53,cluster 8
1954,1954,2757.json,True,False,False,False,no title exist,1,2006-06-27,01:16,Money,United States,Indiana,Norway,Unknown,unknown,0.17,0.58,1,1,34.0,low,48992.0,3372.0,72.0,49405.77,68.93,49.7,,,,cluster 10,cluster 33,cluster 11
1955,1955,2758.json,True,False,False,False,no title exist,1,2006-06-27,04:19,Money,France,Île-de-France,Saint-Ouen,Unknown,stranger,0.35,0.43,1,1,34.0,low,48992.0,3372.0,72.0,40850.36,46.87,53.83,,,,cluster 10,cluster 13,cluster 3
1956,1956,2759.json,True,False,False,False,no title exist,1,2006-06-27,11:46,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.04,0.49,2,1,34.0,unknown,48992.0,3372.0,72.0,,,,,,,cluster 3,cluster 23,cluster 9
1957,1957,276.json,True,False,False,False,prince,2,2003-06-14,17:31,Money,Nigeria,Unknown,Unknown,Nigeria,friend of friend,0.13,0.39,1,2,31.0,unknown,96784.0,11282.3,82.0,1673.29,0.56,86.77,,,,cluster 4,cluster 17,cluster 2
1958,1958,2760.json,True,False,False,False,no title exist,1,2006-06-27,13:08,Money,Senegal,Dakar,Dakar,Unknown,stranger,0.13,0.51,1,2,34.0,low,48992.0,3372.0,72.0,1235.13,5.61,88.27,,,,cluster 2,cluster 33,cluster 11
1959,1959,2761.json,True,True,False,False,no title exist,1,2006-06-27,15:16,Money,Senegal,Dakar,Dakar,Unknown,unknown,0.48,0.41,2,1,36.0,low,48992.0,3372.0,72.0,1235.13,5.61,88.27,,,,cluster 2,cluster 19,cluster 12
1960,1960,2762.json,False,False,False,True,assistant,0,,,Money,South Africa,Unknown,Unknown,South Africa,stranger,0.17,0.44,2,2,33.0,unknown,,,,,,,,,,cluster 11,cluster 16,cluster 6
1961,1961,2763.json,True,False,False,False,no title exist,0,2006-06-27,21:50,Unknown,Unknown,Unknown,Unknown,Unknown,stranger,0.11,0.43,1,1,34.0,unknown,48992.0,3372.0,72.0,,,,,,,cluster 3,cluster 25,cluster 8
1962,1962,2764.json,True,False,True,False,no title exist,2,2006-06-28,00:51,Money,United Kingdom,England,Barnet,Unknown,stranger,0.21,0.48,3,1,33.0,low,48992.0,3372.0,72.0,40798.07,68.82,51.37,,short,,cluster 10,cluster 27,cluster 3
1963,1963,2765.json,True,False,False,False,no title exist,0,2006-06-28,02:24,Unknown,Unknown,Unknown,Unknown,Unknown,stranger,0.11,0.43,1,1,34.0,unknown,48992.0,3372.0,72.0,,,,,,,cluster 3,cluster 25,cluster 8
1964,1964,2766.json,True,True,False,False,no title exist,1,2006-06-28,06:43,Money,Iraq,Unknown,Unknown,Iraq,stranger,0.27,0.51,2,1,35.0,unknown,48992.0,3372.0,72.0,4179.73,0.95,83.09,,,,cluster 2,cluster 11,cluster 11
1965,1965,2767.json,True,False,False,False,no title exist,0,2006-06-28,11:21,Money,Iran,Tehrān,Tehran,Unknown,unknown,0.23,0.43,2,1,33.0,medium,48992.0,3372.0,72.0,,,,,,,cluster 11,cluster 15,cluster 13
1966,1966,2768.json,True,False,False,True,manager,1,,,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.15,0.3,2,2,34.0,unknown,,,,,,,,,,cluster 3,cluster 26,cluster 17
1967,1967,2769.json,True,False,False,True,no title exist,2,2006-06-28,19:47,Money,China,Beijing,Beijing,Unknown,stranger,0.25,0.42,2,2,34.0,low,48992.0,3372.0,72.0,3062.69,10.52,37.6,,,,cluster 2,cluster 7,cluster 2
1968,1968,277.json,True,False,False,False,prince,2,2003-06-14,17:51,Money,Nigeria,Unknown,Unknown,Nigeria,friend of friend,0.13,0.39,1,2,33.0,unknown,96784.0,11282.3,82.0,1673.29,0.56,86.77,,,,cluster 4,cluster 17,cluster 2
1969,1969,2770.json,True,False,True,True,daughter,1,,,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.19,0.55,3,2,34.0,unknown,,,,,,,bad,short,Computers,cluster 3,cluster 50,cluster 5
1970,1970,2771.json,False,True,False,False,wife,2,2006-06-29,11:13,Money,Iraq,Unknown,Unknown,Iraq,stranger,0.11,0.44,2,1,34.0,unknown,48992.0,3372.0,72.0,4179.73,0.95,83.09,,,,cluster 12,cluster 46,cluster 2
1971,1971,2772.json,True,False,False,False,no title exist,2,2006-06-29,13:26,Unknown,Unknown,Unknown,Unknown,Unknown,unknown,0.4,0.56,1,1,34.0,unknown,48992.0,3372.0,72.0,,,,,,,cluster 3,cluster 6,cluster 6
1972,1972,2773.json,True,False,False,False,no title exist,1,2006-06-29,12:52,Money,Senegal,Dakar,Dakar,Unknown,stranger,0.16,0.55,2,2,33.0,low,48992.0,3372.0,72.0,1235.13,5.61,88.27,,,,cluster 2,cluster 7,cluster 1
1973,1973,2774.json,False,False,False,True,no title exist,1,2006-06-29,17:21,Money,United States,Washington,Shaw,Unknown,stranger,0.21,0.54,1,1,35.0,low,48992.0,3372.0,72.0,49405.77,68.93,49.7,,,,cluster 10,cluster 17,cluster 1
1974,1974,2775.json,False,False,False,True,no title exist,1,2006-06-29,17:22,Money,United States,Washington,Shaw,Unknown,stranger,0.21,0.54,1,1,33.0,low,48992.0,3372.0,72.0,49405.77,68.93,49.7,,,,cluster 10,cluster 17,cluster 1
1975,1975,2776.json,True,True,True,False,staff,1,2006-06-29,14:13,Money,Hong Kong,Unknown,Unknown,Hong Kong,stranger,0.09,0.47,2,1,33.0,unknown,48992.0,3372.0,72.0,,,,,short,,cluster 6,cluster 14,cluster 14
1976,1976,2777.json,False,True,False,False,no title exist,1,2006-06-30,01:15,Money,United States,Washington,Shaw,Unknown,unknown,0.06,0.31,1,3,35.0,low,48992.0,3372.0,72.0,49405.77,68.93,49.7,,,,cluster 8,cluster 49,cluster 16
1977,1977,2778.json,False,False,False,True,citizen,1,2006-06-30,11:06,Money,Senegal,Unknown,Unknown,Senegal,stranger,0.19,0.56,1,1,33.0,unknown,48992.0,3372.0,72.0,1235.13,5.61,88.27,,,,cluster 8,cluster 2,cluster 2
1978,1978,2779.json,True,True,False,False,no title exist,2,2006-06-30,22:17,Money,Unknown,Unknown,Unknown,Unknown,unknown,0.08,0.49,2,3,35.0,unknown,48992.0,3372.0,72.0,,,,,,,cluster 3,cluster 4,cluster 4
1979,1979,278.json,True,True,False,True,no title exist,2,2003-06-14,22:29,Money,United States,Unknown,Unknown,United States,stranger,-0.05,0.45,1,1,32.0,unknown,96784.0,11282.3,82.0,45980.51,61.7,50.48,,,,cluster 2,cluster 3,cluster 11
1980,1980,2780.json,True,False,False,False,no title exist,2,2006-06-30,23:08,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.3,0.48,1,1,30.0,unknown,48992.0,3372.0,72.0,,,,,,,cluster 3,cluster 10,cluster 9
1981,1981,2781.json,False,False,False,False,no title exist,2,2006-06-30,23:08,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.3,0.48,1,1,33.0,unknown,48992.0,3372.0,72.0,,,,,,,cluster 3,cluster 23,cluster 6
1982,1982,2782.json,True,False,False,False,no title exist,2,2006-07-01,00:56,Service,Saudi Arabia,Unknown,Unknown,Saudi Arabia,stranger,0.2,0.49,1,1,30.0,unknown,48992.0,3372.0,72.0,19367.59,19.46,56.12,,,,cluster 11,cluster 9,cluster 3
1983,1983,2783.json,True,False,False,False,no title exist,2,2006-06-30,23:08,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.3,0.48,1,1,35.0,unknown,48992.0,3372.0,72.0,,,,,,,cluster 3,cluster 10,cluster 9
1984,1984,2784.json,True,False,False,False,no title exist,1,2006-07-01,14:10,Money,Morocco,Casablanca-Settat,Casablanca,Unknown,stranger,0.16,0.77,2,3,34.0,low,48992.0,3372.0,72.0,2512.86,19.77,56.58,,,,cluster 8,cluster 7,cluster 2
1985,1985,2785.json,False,True,True,False,no title exist,1,2006-07-01,18:18,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.13,0.38,1,3,30.0,unknown,48992.0,3372.0,72.0,,,,,short,,cluster 3,cluster 48,cluster 6
1986,1986,2786.json,True,False,False,True,no title exist,0,2006-04-04,22:41,Money,Singapore,Unknown,Unknown,Singapore,stranger,0.06,0.41,1,1,34.0,unknown,48992.0,3372.0,72.0,42785.58,59.0,31.49,,,,cluster 11,cluster 15,cluster 4
1987,1987,2787.json,False,False,False,True,no title exist,0,2006-04-04,22:41,Money,Singapore,Unknown,Unknown,Singapore,stranger,0.06,0.41,1,1,34.0,unknown,48992.0,3372.0,72.0,42785.58,59.0,31.49,,,,cluster 11,cluster 18,cluster 13
1988,1988,2788.json,False,False,False,True,no title exist,0,2006-04-04,22:41,Money,Singapore,Unknown,Unknown,Singapore,stranger,0.06,0.41,1,1,30.0,unknown,48992.0,3372.0,72.0,42785.58,59.0,31.49,,,,cluster 11,cluster 40,cluster 3
1989,1989,2789.json,True,True,True,True,assistance,1,2006-07-03,05:11,Money,Nigeria,Lagos,Lagos,Unknown,stranger,0.14,0.47,2,1,34.0,low,48992.0,3372.0,72.0,1909.67,5.55,87.11,good,long,Adult,cluster 10,cluster 2,cluster 2
